budget,id_pelicula,original_language,overview,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count,genres_ok,spoken_languages_ok,production_countries,belong_to_collection,production_companies_ok,release_year,return
250000000.0,127585,en,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,26.058586,2014-05-15,747862775.0,131.0,Released,"To save the future, they must alter the past",X-Men: Days of Future Past,7.5,6155,"Action,Adventure,Fantasy,Science Fiction",English,"United Kingdom,United States of America",X-Men Collection,"Twentieth Century Fox Film Corporation,Donners' Company,Marvel Entertainment,Bad Hat Harry Productions,TSG Entertainment,Down Productions,Revolution Sun Studios",2014,2.99
115000000.0,585,en,"James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.",26.419962,2001-11-01,562816256.0,92.0,Released,We Scare Because We Care.,"Monsters, Inc.",7.5,6150,"Animation,Comedy,Family",English,United States of America,"Monsters, Inc. Collection","Walt Disney Pictures,Pixar Animation Studios",2001,4.89
125000000.0,12445,en,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",24.990737,2011-07-07,1342000000.0,130.0,Released,It all ends here.,Harry Potter and the Deathly Hallows: Part 2,7.9,6141,"Family,Fantasy,Adventure",English,"United Kingdom,United States of America",Harry Potter Collection,"Warner Bros.,Heyday Films",2011,10.74
81000000.0,207703,en,The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,28.224212,2015-01-29,414351546.0,130.0,Released,Manners maketh man.,Kingsman: The Secret Service,7.6,6069,"Crime,Comedy,Action,Adventure",English,"United Kingdom,United States of America",Kingsman Collection,"Twentieth Century Fox Film Corporation,Marv Films,TSG Entertainment,Cloudy Productions",2015,5.12
40000000.0,240832,en,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",36.447603,2014-07-14,126546825.0,89.0,Released,The average person uses 10% of their brain capacity. Imagine what she could do with 100%.,Lucy,6.3,6048,"Action,Science Fiction","普通话,English,Français,Español,한국어/조선말","France,United States of America",,"Universal Pictures,TF1 Films Production,Canal+,EuropaCorp,Ciné+",2014,3.16
130000000.0,673,en,"Harry, Ron and Hermione return to Hogwarts for another magic-filled year. Harry comes face to face with danger yet again, this time in the form of escaped convict, Sirius Black – and turns to sympathetic Professor Lupin for help.",28.460276,2004-05-31,789804554.0,141.0,Released,Something wicked this way comes.,Harry Potter and the Prisoner of Azkaban,7.7,6037,"Adventure,Fantasy,Family",English,"United Kingdom,United States of America",Harry Potter Collection,"1492 Pictures,Heyday films,Warner Bros.",2004,6.08
130000000.0,102899,en,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",26.882388,2015-07-14,519311965.0,117.0,Released,Heroes don't get any bigger.,Ant-Man,7.0,6029,"Science Fiction,Action,Adventure",English,United States of America,Ant-Man Collection,Marvel Studios,2015,3.99
6000000.0,238,en,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",41.109264,1972-03-14,245066411.0,175.0,Released,An offer you can't refuse.,The Godfather,8.5,6024,"Drama,Crime","English,Italiano,Latin",United States of America,The Godfather Collection,"Paramount Pictures,Alfran Productions",1972,40.84
61000000.0,210577,en,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",154.801009,2014-10-01,369330363.0,145.0,Released,You don't know what you've got 'til it's...,Gone Girl,7.9,6023,"Mystery,Thriller,Drama",English,United States of America,,"Twentieth Century Fox Film Corporation,Regency Enterprises,New Regency Pictures,Pacific Standard,TSG Entertainment,Artemple - Hollywood",2014,6.05
18000000.0,1891,en,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",19.470959,1980-05-17,538400000.0,124.0,Released,The Adventure Continues...,The Empire Strikes Back,8.2,5998,"Adventure,Action,Science Fiction",English,United States of America,Star Wars Collection,"Lucasfilm,Twentieth Century Fox Film Corporation",1980,29.91
100000000.0,672,en,"Ignoring threats to his life, Harry returns to Hogwarts to investigate – aided by Ron and Hermione – a mysterious series of attacks.",29.741452,2002-11-13,876688482.0,161.0,Released,Hogwarts is back in session.,Harry Potter and the Chamber of Secrets,7.4,5966,"Adventure,Fantasy,Family",English,"Germany,United Kingdom,United States of America",Harry Potter Collection,"1492 Pictures,Heyday films,Warner Bros.",2002,8.77
33000000.0,807,en,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",18.45743,1995-09-22,327311859.0,127.0,Released,Seven deadly sins. Seven ways to die.,Se7en,8.1,5915,"Crime,Mystery,Thriller",English,United States of America,,"New Line Cinema,Juno Pix,Cecchi Gori Pictures",1995,9.92
120000000.0,87827,en,"The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.",14.045042,2012-11-20,609016565.0,127.0,Released,Believe The Unbelievable,Life of Pi,7.2,5912,"Adventure,Drama,Action","English,Français,हिन्दी,日本語,普通话,தமிழ்","Taiwan,United Kingdom,United States of America",,"Ingenious Film Partners,Ingenious Media,Dune Entertainment,Fox 2000 Pictures,Big Screen Productions,Haishang Films",2012,5.08
14000000.0,205596,en,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",31.59594,2014-11-14,233555708.0,113.0,Released,The true enigma was the man who cracked the code.,The Imitation Game,8.0,5895,"History,Drama,Thriller,War",English,United Kingdom,,"Black Bear Pictures,Bristol Automotive",2014,16.68
90000000.0,10528,en,"Eccentric consulting detective, Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.",15.68604,2009-12-23,524028679.0,128.0,Released,Nothing escapes him.,Sherlock Holmes,7.0,5883,"Action,Adventure,Crime,Mystery","English,Français","Germany,United Kingdom,United States of America",Sherlock Holmes Collection,"Village Roadshow Pictures,Silver Pictures,Warner Bros.,Internationale Filmproduktion Blackbird Dritte,Wigram Productions",2009,5.82
170000000.0,100402,en,"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier.",18.717704,2014-03-20,714766572.0,136.0,Released,In heroes we trust.,Captain America: The Winter Soldier,7.6,5881,"Action,Adventure,Science Fiction",English,United States of America,Captain America Collection,Marvel Studios,2014,4.2
165000000.0,284052,en,"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under his wing and trains him to defend the world against evil.",43.847654,2016-10-25,677718395.0,115.0,Released,Open your mind. Change your reality.,Doctor Strange,7.1,5880,"Action,Adventure,Fantasy,Science Fiction",English,United States of America,,"Walt Disney Pictures,Marvel Studios",2016,4.11
105000000.0,49047,en,"Dr. Ryan Stone, a brilliant medical engineer on her first Shuttle mission, with veteran astronaut Matt Kowalsky in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalsky completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space.",18.50194,2013-09-27,716392705.0,91.0,Released,Don't Let Go,Gravity,7.3,5879,"Science Fiction,Thriller,Drama",English,"United Kingdom,United States of America",,"Warner Bros.,Heyday Films,Esperanto Filmoj",2013,6.82
125000000.0,131631,en,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,147.098006,2014-11-18,752100229.0,123.0,Released,Fire burns brighter in the darkness,The Hunger Games: Mockingjay - Part 1,6.6,5767,"Science Fiction,Adventure,Thriller",English,United States of America,The Hunger Games Collection,"Lionsgate,Color Force",2014,6.02
